feature,importance,absolute_importance
fox,-0.022222222222222254,0.022222222222222254
did,-0.022222222222222233,0.022222222222222233
city,-0.014814814814814859,0.014814814814814859
eagle,-0.014814814814814859,0.014814814814814859
team,-0.014814814814814859,0.014814814814814859
leave,-0.012345679012345734,0.012345679012345734
attorney,-0.012345679012345734,0.012345679012345734
military,-0.012345679012345734,0.012345679012345734
union,-0.012345679012345734,0.012345679012345734
win,-0.012345679012345734,0.012345679012345734
return,-0.012345679012345734,0.012345679012345734
hope,-0.012345679012345734,0.012345679012345734
called,-0.012345679012345734,0.012345679012345734
paid,-0.012345679012345734,0.012345679012345734
group,-0.012345679012345734,0.012345679012345734
week,-0.012345679012345734,0.012345679012345734
hurt,-0.012345679012345734,0.012345679012345734
white,-0.012345679012345734,0.012345679012345734
money,-0.012345679012345734,0.012345679012345734
affect,-0.012345679012345734,0.012345679012345734
mission,-0.012345679012345734,0.012345679012345734
offering,-0.012345679012345734,0.012345679012345734
offer,-0.012345679012345734,0.012345679012345734
family,-0.012345679012345734,0.012345679012345734
trump,-0.012345679012345689,0.012345679012345689
senate,-0.009876543209876586,0.009876543209876586
judge,-0.009876543209876586,0.009876543209876586
thousand,-0.009876543209876586,0.009876543209876586
getty,-0.009876543209876586,0.009876543209876586
worker,-0.009876543209876586,0.009876543209876586
payment,-0.009876543209876586,0.009876543209876586
make,-0.009876543209876586,0.009876543209876586
federal,-0.009876543209876586,0.009876543209876586
civil,-0.009876543209876586,0.009876543209876586
program,-0.009876543209876586,0.009876543209876586
sunday,-0.009876543209876586,0.009876543209876586
president,-0.009876543209876586,0.009876543209876586
year,-0.009876543209876586,0.009876543209876586
option,-0.009876543209876586,0.009876543209876586
super,-0.009876543209876566,0.009876543209876566
bowl,-0.009876543209876566,0.009876543209876566
month,-0.007407407407407441,0.007407407407407441
come,-0.007407407407407441,0.007407407407407441
effort,-0.007407407407407441,0.007407407407407441
democratic,-0.007407407407407441,0.007407407407407441
billion,-0.007407407407407441,0.007407407407407441
include,-0.007407407407407441,0.007407407407407441
known,-0.007407407407407441,0.007407407407407441
university,-0.007407407407407441,0.007407407407407441
relief,-0.007407407407407441,0.007407407407407441
use,-0.007407407407407441,0.007407407407407441
elect,-0.007407407407407441,0.007407407407407441
administrative,-0.007407407407407441,0.007407407407407441
administration,-0.007407407407407441,0.007407407407407441
action,-0.007407407407407441,0.007407407407407441
ensure,-0.007407407407407441,0.007407407407407441
noted,-0.007407407407407441,0.007407407407407441
nearly,-0.007407407407407441,0.007407407407407441
supreme,-0.007407407407407418,0.007407407407407418
people,-0.007407407407407418,0.007407407407407418
court,-0.007407407407407418,0.007407407407407418
cost,-0.004938271604938316,0.004938271604938316
term,-0.004938271604938293,0.004938271604938293
black,-0.004938271604938293,0.004938271604938293
independent,-0.004938271604938293,0.004938271604938293
image,-0.004938271604938293,0.004938271604938293
chance,-0.004938271604938293,0.004938271604938293
despite,-0.004938271604938293,0.004938271604938293
opportunity,-0.004938271604938293,0.004938271604938293
monday,-0.004938271604938293,0.004938271604938293
son,-0.004938271604938293,0.004938271604938293
number,-0.004938271604938293,0.004938271604938293
country,-0.004938271604938293,0.004938271604938293
service,-0.004938271604938293,0.004938271604938293
rule,-0.004938271604938293,0.004938271604938293
senior,-0.004938271604938293,0.004938271604938293
created,-0.004938271604938293,0.004938271604938293
source,-0.004938271604938293,0.004938271604938293
branch,-0.004938271604938293,0.004938271604938293
secretary,-0.004938271604938293,0.004938271604938293
business,-0.004938271604938293,0.004938271604938293
block,-0.004938271604938293,0.004938271604938293
key,-0.004938271604938293,0.004938271604938293
major,-0.004938271604938293,0.004938271604938293
allowing,-0.004938271604938293,0.004938271604938293
professor,-0.004938271604938293,0.004938271604938293
